,acc_mean,acc_std,spec_mean,spec_std,sens_mean,sens_std,f1_score_mean,f1_score_std,auc_mean,auc_std
0,0.8380001585009336,0.03216456703289046,0.8390005288207296,0.03217417853783447,0.8358974358974359,0.06351359694537823,0.7574746714029579,0.0470353673144224,0.9075544527157431,0.032629875508846835
1,0.8265320289293555,0.031160370829698907,0.81795346377578,0.033472775302602654,0.8462962962962963,0.06200575062923502,0.7470362056554899,0.044824157334734556,0.9054796976531507,0.030606219593884106
2,0.8288555352048184,0.04017034727006852,0.8310946589106292,0.05712191690702915,0.8239316239316239,0.05593848596212893,0.746162188029585,0.05029903664345866,0.9115478778619973,0.026528451033341262
3,0.8323311084498608,0.028788879369708753,0.8244579587519831,0.04095569749642691,0.8505698005698005,0.07657526622845938,0.7541599701137873,0.0397724687114734,0.9101214178422005,0.03278415113693629
4,0.833053902058164,0.051035006522878734,0.8289529349550502,0.06788866262719032,0.8425925925925926,0.05812332400035899,0.7560277779180045,0.0620702673881664,0.9059997800346823,0.04074125978369351
5,0.834680150986815,0.03178197630502104,0.8312004230565838,0.04615565990827394,0.8427350427350426,0.0491657333957937,0.7562958587240578,0.03864043616604601,0.9085462552411258,0.025853918390989113
6,0.8367079356133986,0.03381353194915909,0.8373611845584346,0.050201697223235635,0.8354700854700854,0.0815662350838707,0.7557895520466716,0.04807986449859288,0.9110396977134151,0.028367688335980953
7,0.8325232174515399,0.047246387924675,0.8310682178741405,0.05214470720219378,0.8358974358974359,0.08064187993474048,0.751859865862591,0.06327428329615291,0.9076445480993339,0.03462297335650216
8,0.8342288636070115,0.03215703126722482,0.8322845055526177,0.047409604238474144,0.8388888888888889,0.07039530914426503,0.7541203209900514,0.045385211554318926,0.9069611866676912,0.0332728249093522
9,0.8299019348854684,0.034131912895297996,0.8310417768376521,0.039923338418400185,0.8272079772079772,0.06636112930132412,0.7464920483961112,0.049996807374154996,0.9082042543703042,0.028736836147596232
10,0.8334143449215127,0.0246994886052901,0.8342940243257535,0.044565980698800654,0.8310541310541311,0.06889993996556677,0.7510230258608493,0.032933999425694166,0.9094520302346851,0.02298206728166331
11,0.8377409801228088,0.03826985947717625,0.8340824960338444,0.0568257491250736,0.8462962962962963,0.049075883095515395,0.7612134428216881,0.04587257563431009,0.9087554482847977,0.031127405482926564
12,0.8332985511840606,0.04079731497164748,0.8340296139608672,0.04526965679714947,0.8316239316239317,0.06540556058020171,0.751872904254934,0.05713836108827269,0.9088319088319088,0.02709269768703996
13,0.8253698355112536,0.03369308011064438,0.8245637228979377,0.041333734106375836,0.8273504273504273,0.10257162049053403,0.7396623928846005,0.05408328387913549,0.9065786956056654,0.02982998677935194
14,0.8297611919270192,0.03259796733156589,0.8322845055526177,0.04022637655298477,0.8242165242165242,0.05809172000425268,0.7460923222375864,0.04295079580832166,0.9082618822703434,0.034173480359123945
15,0.8299277646672067,0.04117527758055909,0.8374405076679006,0.0657933326273956,0.8128205128205128,0.0689941202917503,0.7449181241850682,0.050042557133909614,0.9126810759015942,0.022674426077626188
16,0.8244015122163126,0.03758469894773949,0.8212057112638815,0.041482405012433096,0.8317663817663817,0.08638271071956738,0.74101559492911,0.05377024763450789,0.9084844841587307,0.028966796672207282
17,0.832239089852418,0.025999397127449128,0.8261237440507667,0.03528867129068535,0.8462962962962963,0.05684617462146775,0.7533410492560642,0.0363229842750776,0.9091313479203483,0.026327803427475233
18,0.8296703474105644,0.053291261332741424,0.830618720253834,0.07714561071268375,0.8282051282051283,0.08319185887106888,0.7488132725200389,0.06677148959639524,0.9090893887826728,0.030691662814798022
19,0.8287017305953766,0.04642437585713919,0.8226070861977789,0.0438816783052336,0.8427350427350427,0.0946778130299153,0.7481023163931322,0.07046689864828538,0.9091895784650941,0.03390943970905642
20,0.8368629143038288,0.0452589829270833,0.8357218402961397,0.03742990921287546,0.8394586894586894,0.09470535008752252,0.7561123515050221,0.07069316245206018,0.9102346397163954,0.02092744180414467
21,0.8346816185880501,0.04618357076812763,0.8343204653622422,0.055258755190360546,0.8356125356125356,0.04944559150157468,0.7559308136522586,0.058673833226016284,0.9081094131596512,0.03290651668564753
