,acc_mean,acc_std,spec_mean,spec_std,sens_mean,sens_std,f1_score_mean,f1_score_std,auc_mean,auc_std
0,0.8160505412190805,0.023653843150643068,0.7889740877842412,0.04188287722454828,0.875615763546798,0.042272066579481266,0.7494784320394446,0.026125905063116208,0.905897165208285,0.03008251501044852
1,0.8194571346256738,0.03826325084201953,0.8051824431517716,0.05691948849924564,0.850615763546798,0.0545749949698054,0.7482551699813058,0.04169315517867053,0.9084766967200089,0.0204157184947664
2,0.8171239247643742,0.03791309466490137,0.8002115282919092,0.03902757892783198,0.8539408866995075,0.06882506810572248,0.7452787934949576,0.05234680642768033,0.9057659531928527,0.029573997953294247
3,0.8228906174973589,0.03341233002404226,0.810153358011634,0.05274121907763325,0.8507389162561576,0.06477364234137196,0.7512016444122088,0.03928566452855076,0.9079536721780379,0.023633294973198285
4,0.8181984058388553,0.028233720146199615,0.8001850872554204,0.03643744637799567,0.8573891625615764,0.060059645828548176,0.747045649469826,0.039298916275114684,0.9029681854415393,0.030254338922741295
5,0.8238899178225021,0.024073294717392522,0.8067424643046006,0.03319133737034185,0.8613300492610838,0.05819066514618603,0.7537450339875713,0.032823483870036245,0.9112200193814101,0.024747305696157126
6,0.8161129631916149,0.03765723373535478,0.7972501322051825,0.04852903445198555,0.8572660098522167,0.07677156572830374,0.7448501040732499,0.049242645912366816,0.9059243877532414,0.02941320122976473
7,0.8105932145257988,0.04093873007974028,0.7890269698572183,0.05697174607799145,0.8577586206896551,0.038601057202134706,0.7412440387126698,0.0454709056624212,0.907189715088063,0.02842130922309855
8,0.8172864962752602,0.04969312167522855,0.8005552617662612,0.05710370814677471,0.8539408866995075,0.0630205036262672,0.7469596802537597,0.0627049784752675,0.9043458383371584,0.041795475578102544
9,0.8183102166248233,0.029703177887524603,0.8052353252247488,0.05396824765586168,0.8470443349753694,0.06377312961171208,0.745557788278172,0.03398405917256548,0.9025934358498775,0.026282163910000746
10,0.8117786832393575,0.03958687635339006,0.7842675832892649,0.05501940050606018,0.8721674876847292,0.047171828376842466,0.7452909390704286,0.04432991593749866,0.9100418628035836,0.020391554252555295
11,0.8195073465859982,0.023307988256219752,0.8035959809624538,0.034090238747286984,0.8544334975369458,0.0634393064981713,0.7475650893734223,0.03147120116470933,0.9085888757479689,0.034005427860113194
12,0.8160377824422769,0.03297424823461071,0.7986779481755685,0.036716728177930966,0.8543103448275863,0.05992375967002854,0.744363750076741,0.04254646024627418,0.9053210306533671,0.0263088284789734
13,0.8205454720061462,0.03652525240782713,0.8036488630354309,0.043283774829794446,0.8576354679802956,0.05977970023647684,0.7500495509253994,0.04665225314899648,0.9051492616047494,0.03750815088951704
14,0.8170626003210273,0.03667936721030748,0.8001322051824431,0.04633771087718276,0.8539408866995075,0.07243682821182876,0.7451322780156304,0.04708450301106107,0.9094210845774515,0.026982688330851618
15,0.8192484668889163,0.042383704784056515,0.8067160232681122,0.05248888732637206,0.8466748768472907,0.07527290653934085,0.7461197800555635,0.05726655676873054,0.9065521018670237,0.03207786413345828
16,0.8192850969255463,0.033202060173518524,0.8067424643046008,0.047666589071824216,0.846551724137931,0.06421489786125122,0.7462020358867376,0.04227634434499817,0.9079072375499189,0.02669382541965742
17,0.8062356120783086,0.040989387568541466,0.7631940772078265,0.05004712002575799,0.9006157635467978,0.054007904248123545,0.7454264380275452,0.048189986787056216,0.9080038026899521,0.030375312540651754
18,0.8116907437132156,0.0454194468060732,0.7938656795346377,0.04520631671514576,0.8509852216748769,0.06345890741022749,0.7398818206411172,0.05704574345314012,0.8999629109106397,0.03687195783282752
19,0.821594161144723,0.041282984812469066,0.8067160232681122,0.05780279093054903,0.8541871921182265,0.0537098319734852,0.751433630549914,0.047865557490362455,0.9110775569003289,0.02920258631543442
