,acc_mean,acc_std,spec_mean,spec_std,sens_mean,sens_std,f1_score_mean,f1_score_std,auc_mean,auc_std
0,0.8183468466614533,0.050477131802893684,0.8165256478053939,0.05633038650833218,0.8222906403940886,0.07413353259295924,0.7405286921849723,0.06712536477214161,0.8948530177949479,0.046124285583382565
1,0.8161501419928385,0.037189752116964056,0.8118984664198836,0.042020655550285516,0.8257389162561577,0.10380721507638394,0.7360850023678294,0.06062153668670195,0.8996568200941457,0.044574133506279756
2,0.8127918398704915,0.04429075409904326,0.8003701745108408,0.05348048515928706,0.8397783251231526,0.0645382475466602,0.7386395842405858,0.057967763864620214,0.8961694688086945,0.037675620602524426
3,0.8215195291599786,0.03974258062937152,0.8148069804336331,0.04659615870308737,0.8360837438423646,0.06261791517010086,0.7464453957148943,0.05345476934809232,0.8988781445946967,0.027502166467560075
4,0.818210890233362,0.03520951358585979,0.8052353252247488,0.03669520538005109,0.8465517241379311,0.07172141430978779,0.744490442205728,0.049763054551615254,0.8957651358652472,0.03186727050877908
5,0.8115056728539874,0.040946919366070415,0.8083553675304073,0.049081116559533525,0.8182266009852215,0.06521560997503609,0.7319035431298344,0.05183381786266319,0.8984920305674011,0.035427604233234135
6,0.8215317391721886,0.0358662345891172,0.8212585933368587,0.06813009081076024,0.8216748768472906,0.08483031812196301,0.7430596500618059,0.038981458147806694,0.9007966501942049,0.02164876590057721
7,0.8171377810703653,0.046780786803232194,0.8099682707562137,0.051497344920827956,0.8326354679802958,0.07685646733764637,0.7409858385703673,0.06356791230457852,0.9012904007314921,0.04763354911997904
8,0.8159520379745098,0.045080332569112376,0.8099682707562137,0.03613998358093422,0.8290640394088669,0.09438158824714375,0.7372811245281984,0.06749829933104211,0.9014158654034017,0.03572741042874054
9,0.8149524632670699,0.03555435698035942,0.8117927022739291,0.04069202497138028,0.8216748768472906,0.0534738083438602,0.7360661090792201,0.04629857930816078,0.8964777413363274,0.0211142184714809
10,0.8149654964261706,0.04609302372398518,0.8101269169751454,0.05212056817537952,0.8254926108374384,0.07246163511250588,0.7370289687701996,0.06340127598722005,0.8985485759613205,0.03039479917444247
11,0.8205945864372831,0.05459036460295109,0.8134056054997357,0.0641157843725794,0.8365763546798028,0.07431130816371553,0.7466553971507917,0.06629210295771286,0.8988338591148635,0.04123004704647864
12,0.8218904940253255,0.05159386781602634,0.8199894235854044,0.04867288519344073,0.8259852216748769,0.08395375387053203,0.7443250546174814,0.06937065905252549,0.8990995719938626,0.04024169318664627
13,0.8160630256135872,0.034310293527254176,0.8069539925965097,0.049202705257463064,0.8363300492610838,0.055660256345753945,0.7409081682565292,0.04120331732631623,0.8960745480927287,0.026701551168898944
14,0.8261870464117654,0.03222578537561874,0.826388154415653,0.028505890015534854,0.8257389162561577,0.07361246528117214,0.7477360876391577,0.0494318856574887,0.9019955493092766,0.03657932615449874
15,0.8207310916299682,0.04338372891501411,0.8201480698043362,0.066738223673728,0.8226600985221675,0.07714512198702378,0.7432943206829747,0.05683798561979776,0.901676303100244,0.02646900250152348
16,0.8238283189968583,0.03172266787360617,0.8149127445795875,0.04905991639394211,0.8434729064039409,0.09190435447529559,0.7490220206259732,0.04506788252683757,0.9010571855796059,0.03812698601797631
17,0.8148656212701155,0.03190039553456544,0.8151242728714966,0.05123789870048208,0.8145320197044335,0.07989602612708623,0.7333717869535947,0.0440262799770867,0.8973622786702894,0.03525496983722823
18,0.8193466957511901,0.03211039567007675,0.8198307773664727,0.04370683336790676,0.8184729064039408,0.0722817233362108,0.7392480031959847,0.04530236510924997,0.9005428878821901,0.023088081809502753
19,0.8204825012690181,0.04215597532498103,0.8196985721840295,0.05653344031170696,0.8221674876847291,0.04464247494315757,0.743313051293416,0.04750080856396719,0.8985731934780514,0.02430196670746102
20,0.823841077773662,0.0319006963353945,0.8214965626652564,0.058126690316629114,0.8289408866995075,0.07658365872503284,0.7470064870538822,0.039208671859230215,0.9013163533251882,0.019289877407669413
21,0.8206303933270226,0.033911579453721544,0.8150185087255422,0.05054087756619548,0.8327586206896551,0.06778502331857024,0.7445863327869114,0.04060280460922804,0.8989983340844498,0.03051775903528863
22,0.8172368330795298,0.033895214285296085,0.8118984664198836,0.03812559081480206,0.8291871921182266,0.0871588014886592,0.7387200187513002,0.051470130446937365,0.899866524866297,0.0290443821722704
23,0.8205441000946617,0.03718628343193758,0.8166314119513485,0.040558903839122064,0.8289408866995075,0.07141253854375518,0.7431676452275872,0.052223837456803535,0.8984636194783171,0.03239110780396817
24,0.8184100917808783,0.037466537527628276,0.8182707562136435,0.0406987679429458,0.8188423645320198,0.08990392398318639,0.7374888438324528,0.058383348903394416,0.9004399078601516,0.03781292707287334
25,0.8125934614698659,0.062059875926787425,0.8034373347435219,0.07281558052396686,0.8327586206896553,0.05978629628128678,0.7389387000689475,0.07398675991660836,0.8945147548798691,0.04764076870052175
26,0.8149274944780563,0.03726645906836096,0.8019830777366472,0.04886779258287734,0.8431034482758621,0.05142772209252803,0.7416023925853957,0.04885314193474206,0.8965092296150028,0.02735447876330621
27,0.8271746854892921,0.026145567067378393,0.8313061872025382,0.03724677775116242,0.8184729064039409,0.07402533059209428,0.7472457200716366,0.03879340543388777,0.8997444467310803,0.028776660604635424
28,0.8160377824422769,0.03132541915435885,0.8147805393971443,0.033542880457374455,0.8187192118226602,0.07662790777101385,0.7352890218908973,0.047455720542750796,0.8974602602944202,0.03631389013940083
29,0.8228542618430259,0.041119332224411956,0.8117927022739291,0.04942830529743791,0.8472906403940886,0.058520218573974006,0.7507007934500226,0.052355025804648216,0.8968405892052841,0.027218376003519024
